name,descript,eval_link,topic,countries,evaluation_textbased,evaluation_tag,website
Herz und Hand für Kinder in Not e.V.,"Der Verein unterstützt die Kinderarche Sarajevo, die in einem Haus mit Garten in einem Vorort von Sarajevo untergebracht ist. Die Kinderarche bietet in der Kindertagesstätte …",https://www.dzi.de/organisation/herz-und-hand-fuer-kinder-in-not-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Familienfürsorge', 'Frauenförderung', 'Kinder- und Jugendhilfe', 'Völkerverständigung']",['Bosnien und Herzegowina'],"Herz und Hand für Kinder in Not e.V., Schwabach, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.herzundhand.org
Herzen für eine neue Welt e.V.,Herzen für eine neue Welt e.V. setzt sich für die Verbesserung der Lebensbedingungen der Landbevölkerung in den Anden Perus ein. Im Mittelpunkt stehen dabei sozial …,https://www.dzi.de/organisation/herzen-fuer-eine-neue-welt-e-v/,"['Behindertenhilfe', 'Bildung', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Umwelt- und Naturschutz']",['Peru'],"Herzen für eine neue Welt e.V., Königstein im Taunus, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.herzenhelfen.de
Herzenswünsche e.V.,"Die Mitarbeitenden des Vereins ermitteln durch Gespräche die Wünsche von schwer erkrankten Kindern sowie Jugendlichen und versuchen, diese Wünsche zu erfüllen. Zu diesem Zweck werden …",https://www.dzi.de/organisation/herzenswuensche-e-v/,"['Einzelfallhilfe', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']","['Deutschland', 'Spanien']","Herzenswünsche e.V., Münster, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.herzenswuensche.de
Hilfe für behinderte Menschen e.V.,,https://www.dzi.de/organisation/hilfe-fuer-behinderte-menschen-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Bochum vom 28.02.2014 wurde durch Beschluss des Amtsgerichts vom 24.02.2014 über das Vermögen des Vereins das Insolvenzverfahren eröffnet. Der Verein ist von Amts wegen als aufgelöst eingetragen.,DZI-Einschätzung: neutral,http://www.hbm-nrw.de
Hilfe für das verlassene Kind e.V.,"Die Arbeit mit Mutter und Kind steht im Mittelpunkt der Vereinsaktivitäten. Hier ist insbesondere das „Haus am Kirschberg“ zu nennen, das jugendlichen Schwangeren sowie jungen …",https://www.dzi.de/organisation/hilfe-fuer-das-verlassene-kind-e-v/,"['Bildung', 'Familienfürsorge', 'Frauenförderung', 'Kinder- und Jugendhilfe']",['Deutschland'],"Dem Verein Hilfe für das verlassene Kind e.V., Lauterbach, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.hilfe-fuer-das-verlassene-Kind.de
Hilfe für krebskranke Kinder e.V.,,https://www.dzi.de/organisation/hilfe-fuer-krebskranke-kinder-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Oktober 2019, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung: nicht förderungswürdig,http://www.hfkkk.de
Hilfe für Wasserkopf-Kinder in Rumänien e.V.,,https://www.dzi.de/organisation/hilfe-fuer-wasserkopf-kinder-in-rumaenien-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Nürnberg vom 23.01.2017 ist der Verein in Folge des Wegfalls sämtlicher Mitglieder erloschen.,DZI-Einschätzung: neutral,http://www.hwkr.de
Hilfsaktion „Noma“ e.V.,,https://www.dzi.de/organisation/hilfsaktion-noma-e-v/,['Gesundheitshilfe'],"['Benin', 'Burkina Faso', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Guinea-Bissau', 'Mali', 'Niger', 'Nigeria', 'Senegal', 'Togo']","Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im September 2022, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spendenden konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung: nicht förderungswürdig,http://www.noma.de
Hilfsaktion Märtyrerkirche e.V.,"Die Hilfsaktion Märtyrerkirche e.V. engagiert sich vor allem in Afrika und Asien für Menschen, die ihren christlichen Glauben nicht frei leben können und aufgrund ihrer …",https://www.dzi.de/organisation/hilfsaktion-maertyrerkirche-e-v/,"['Bildung', 'Einzelfallhilfe', 'Familienfürsorge', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Religion', 'Ukraine-Nothilfe']","['Afghanistan', 'Ägypten', 'Algerien', 'Aserbaidschan', 'Äthiopien', 'Bangladesch', 'Brunei Darussalam', 'Burkina Faso', 'China', 'Demokratische Volksrepublik Korea', 'Indien', 'Indonesien', 'Irak', 'Iran', 'Jordanien', 'Kenia', 'Kolumbien', 'Libanon', 'Malaysia', 'Malediven', 'Marokko', 'Mauretanien', 'Mosambik', 'Myanmar', 'Nepal', 'Niger', 'Nigeria', 'Pakistan', 'Philippinen', 'Somalia', 'Sri Lanka', 'Sudan', 'Syrien', 'Türkei', 'Uganda', 'Vietnam']","Der Hilfsaktion Märtyrerkirche e.V., Schöffengrund, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.verfolgte-christen.org
Hilfswerk des Lions Club München Alt-Schwabing e.V.,Das Hilfswerk des Lions Club München Alt-Schwabing e.V. ist der rechtliche Träger der gemeinnützigen Aktivitäten des Lions Club München „Alt-Schwabing“. Alle Mitglieder des Lions Club …,https://www.dzi.de/organisation/hilfswerk-des-lions-club-muenchen-alt-schwabing-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Einzelfallhilfe', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kultur']",['Deutschland'],"Dem Hilfswerk des Lions Club München Alt-Schwabing e.V., München, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.lions-m-altschwabing.de
Hirnliga e.V.,,https://www.dzi.de/organisation/hirnliga-e-v/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im Mai 2022, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber den Spendenden konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://hirnliga.de
Hoffnungszeichen Sign of Hope e.V.,Der Schwerpunkt der Arbeit von Hoffnungszeichen Sign of Hope e.V. liegt in den Bereichen Entwicklungszusammenarbeit und Humanitäre Hilfe. Der Verein ist weltweit tätig und unterstützt …,https://www.dzi.de/organisation/hoffnungszeichen-sign-of-hope-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Menschenrechte', 'Religion']",['weltweit'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.hoffnungszeichen.de
Hope for Children in Need e.V.,,https://www.dzi.de/organisation/hope-for-children-in-need-e-v/,['Kinder- und Jugendhilfe'],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Juni 2016, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. ",DZI-Einschätzung nicht möglich,
Hospizbewegung Duisburg-Hamborn e.V.,Der Verein tritt für die Verbreitung der Hospizidee ein und führt im Norden Duisburgs selbst Hausbetreuungsdienste durch (ambulantes Hospiz). Diese überwiegend durch Ehrenamtliche geleisteten Dienste …,https://www.dzi.de/organisation/hospizbewegung-duisburg-hamborn-e-v/,"['Altenhilfe', 'Gesundheitshilfe']",['Deutschland'],"Der Hospizbewegung Duisburg-Hamborn e.V., Duisburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.hospizbewegung-hamborn.de
Human Environment Life-Protection HELP e.V.,,https://www.dzi.de/organisation/human-environment-life-protection-help-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im März 2020, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.help-deutschland.de
HUMAN HELP NETWORK e.V.,"HUMAN HELP NETWORK e.V. unterstützt weltweit Entwicklungs- und Nothilfeprojekte. Hauptanliegen des Vereins ist es, benachteiligten Kindern und Jugendlichen Zugang zu Bildung und Ausbildung zu verschaffen …",https://www.dzi.de/organisation/human-help-network-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']","['Deutschland', 'Nigeria', 'Ruanda', 'Südafrika', 'Thailand', 'Uganda', 'Ukraine']","HUMAN HELP NETWORK e.V., Mainz, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.hhn.org
humedica e.V.,"Die Schwerpunkte der Tätigkeit von humedica sind die Hilfe in Katastrophengebieten, die Versorgung von Flüchtlingen sowie Hilfsgüterlieferungen für Missionsstationen, Krankenhäuser und mobile Kliniken in den …",https://www.dzi.de/organisation/humedica-e-v/,"['Einzelfallhilfe', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Ukraine-Nothilfe']","['Afghanistan', 'Albanien', 'Äquatorialguinea', 'Armenien', 'Äthiopien', 'Bangladesch', 'Benin', 'Brasilien', 'Bulgarien', 'Deutschland', 'Griechenland', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Iran', 'Italien', 'Jemen', 'Kenia', 'Kolumbien', 'Kongo', 'Kosovo', 'Libanon', 'Madagaskar', 'Mosambik', 'Nepal', 'Niger', 'Pakistan', 'Peru', 'Philippinen', 'Republik Moldau', 'Rumänien', 'Serbien', 'Simbabwe', 'Sri Lanka', 'Sudan', 'Südsudan', 'Togo', 'Tschad', 'Uganda', 'Ukraine']","humedica e.V., Kaufbeuren, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.humedica.org
Indienhilfe e.V.,Ziel der Projektarbeit der Indienhilfe e.V. ist die Verbesserung der Lebensbedingungen von Kindern und Jugendlichen aus armen und benachteiligten Familien in ländlichen Gebieten Westbengalens sowie …,https://www.dzi.de/organisation/indienhilfe-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Völkerverständigung']","['Deutschland', 'Indien']","Der Indienhilfe e.V., Herrsching am Ammersee, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.indienhilfe-herrsching.de
Indienhilfe Köln e.V.,"Der Verein unterstützt Projekte der katholischen Schwesterngemeinschaft „Helpers of Mary“ in Indien, Kenia, Äthiopien und Tansania, insbesondere durch Kinderpatenschaften. Diese Gemeinschaft wurde 1942 durch die …",https://www.dzi.de/organisation/indienhilfe-koeln-e-v/,"['Aids', 'Bildung', 'Entwicklungszusammenarbeit', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']","['Äthiopien', 'Indien', 'Kenia', 'Tansania']","Indienhilfe Köln e.V., Köln, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.indienhilfe.koeln
Ingenieure ohne Grenzen e.V.,Ingenieure ohne Grenzen e.V leistet vor allem internationale Entwicklungszusammenarbeit zur Verbesserung der technischen Infrastruktur. In Zusammenarbeit mit lokalen Partnern liegt das Hauptaugenmerk der Organisation auf …,https://www.dzi.de/organisation/ingenieure-ohne-grenzen-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Forschung', 'Katastrophenhilfe']",['weltweit'],Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.ingenieure-ohne-grenzen.org
INITIATIVE PATER STEPHAN e.V.,"Die INITIATIVE PATER STEPHAN e.V. engagiert sich für Not leidende Menschen im Südsudan sowie im Sudan, die unter den schwierigen sozio-ökonomischen Bedingungen sowie den politischen …",https://www.dzi.de/organisation/initiative-pater-stephan-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Kinder- und Jugendhilfe', 'Religion', 'Völkerverständigung']","['Sudan', 'Südsudan']","Der INITIATIVE PATER STEPHAN e.V., Großlittgen, wurde das Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.initiative-paterstephan.de
INKOTA-netzwerk e.V.,"INKOTA (INformation, KOordination, TAgungen) versteht sich als ökumenisches Netzwerk entwicklungspolitischer Basisgruppen. Mitglieder sind sowohl Einzelpersonen als auch Arbeitskreise, Kirchengemeinden und Weltläden. Der Verein engagiert sich …",https://www.dzi.de/organisation/inkota-netzwerk-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Menschenrechte', 'Umwelt- und Naturschutz', 'Völkerverständigung']","['Côte d’Ivoire', 'Deutschland', 'El Salvador', 'Ghana', 'Guatemala', 'Indien', 'Mosambik', 'Nicaragua', 'Vietnam']","INKOTA-netzwerk e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.inkota.de
International Campaign for Tibet Deutschland e.V.,"International Campain for Tibet Deutschland e.V. ist Teil eines politisch und humanitär zugunsten Tibets tätigen Netzwerks. Zusammen mit den Schwesterorganisationen in den USA, in Belgien …",https://www.dzi.de/organisation/international-campaign-for-tibet-deutschland-e-v/,['Menschenrechte'],['Tibet'],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im Mai 2013, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auf seiner Internetseite stellt der Verein zwar einige der vom DZI erbetenen Unterlagen, wie beispielsweise einen Jahresbericht 2012, zur Verfügung. Die darin enthaltenen Finanzangaben für das Geschäftsjahr 2012 weisen die Werbekosten jedoch nicht gesondert aus, sodass eine Berechnung des Anteils der Werbe- und Verwaltungsausgaben nicht möglich ist. Somit kann das DZI nicht beurteilen, ob diese im vertretbaren Rahmen liegen.Zwar besteht für Spenden sammelnde Organisationen keine Verpflichtung, dem DZI Auskunft zu erteilen. Das DZI bedauert jedoch, dass eine Organisation, die in der Öffentlichkeit um Unterstützung wirbt, nicht die Informationen zur Verfügung stellt, die der Spendenberatung eine Einschätzung ihrer Vertrauenswürdigkeit erlauben würden.",DZI-Einschätzung nicht möglich,http://www.savetibet.de
International Children´s Fund gGmbH,,https://www.dzi.de/organisation/international-childrens-fund-ggmbh/,[],[],"Die Gesellschaft ist nach eigenen Angaben nicht als gemeinnützigen Zwecken dienend anerkannt, das heißt etwaige Spenden an sie sind nicht steuerlich abzugsfähig. Grundsätzlich dokumentiert das DZI nur als steuerbegünstigt anerkannte Spendenorganisationen. In wenigen Ausnahmefällen erarbeitet es auch Auskünfte über nicht gemeinnützige Organisationen, wenn diese Spenden sammelnd in Erscheinung treten und das DZI Anfragen zu ihnen erhält. Beides ist bei International Children´s Fund gGmbH der Fall.",DZI-Einschätzung: nicht förderungswürdig,http://www.childrens-fund.de
International Justice Mission Deutschland e.V.,International Justice Mission Deutschland e.V. ist der deutsche Zweig der internationalen Menschenrechtsorganisation International Justice Mission (IJM). Weltweit setzt sich IJM für die Rechte armer Menschen …,https://www.dzi.de/organisation/international-justice-mission-deutschland-e-v/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Kinder- und Jugendhilfe', 'Menschenrechte']","['Bangladesch', 'Ghana', 'Guatemala', 'Indien', 'Kenia', 'Philippinen', 'Rumänien', 'Uganda']","International Justice Mission Deutschland e.V., Siegen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig. ",,http://www.ijm-deutschland.de
Internationale Gesellschaft für Menschenrechte Deutsche Sektion e.V.,"Die Internationale Gesellschaft für Menschenrechte (IGFM) unterstützt Menschen, die sich gewaltlos für die Verwirklichung der Grundrechte in ihren Ländern einsetzen und deswegen verfolgt werden. Mittel …",https://www.dzi.de/organisation/internationale-gesellschaft-fuer-menschenrechte-deutsche-sektion-e-v/,"['Bildungs- und Kampagnenarbeit', 'Flüchtlingsfürsorge', 'Menschenrechte', 'Völkerverständigung']",['weltweit'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.igfm.de; www.menschenrechte.de
INTERPLAST – Germany e.V.,"Die Mitglieder von INTERPLAST - Germany e.V. führen unentgeltlich Operationen in verschiedenen Entwicklungsländern durch. Dort leisten die Chirurgen, Anästhesisten, OP-Schwestern und Pfleger plastisch-chirurgische Hilfe, beispielsweise …",https://www.dzi.de/organisation/interplast-germany-e-v/,['Gesundheitshilfe'],['weltweit'],Das Auskunftsverhalten des Vereins gegenüber dem DZI ist offen. Bei Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.interplast-germany.de
INTERPLAST-Stiftung,"Die Stiftung wurde 2004 vom INTERPLAST - Germany e.V. gegründet, um in Entwicklungsländern Menschen mit angeborenen und erworbenen Defekten, wie Gesichtsfehlbildungen, Lippen-Kiefer-Gaumenspalten, Verbrennungsnarben und Tumoren …",https://www.dzi.de/organisation/interplast-stiftung/,"['Entwicklungszusammenarbeit', 'Gesundheitshilfe']","['Demokratische Republik Kongo', 'Indien', 'Libanon', 'Malawi', 'Nepal', 'Tansania', 'Uganda']","Der INTERPLAST-Stiftung, Bad Kreuznach, wurde das DZI Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.interplast-germany.info
Johannes-Hospiz Münster gGmbH,Die Gesellschaft betreibt ein Hospiz für schwerstkranke und sterbende Menschen in Münster. Die Aufnahme erfolgt auf eigenen Wunsch. Der Fort- und Weiterbildungsbereich (Akademie) des Johannes-Hospizes …,https://www.dzi.de/organisation/johannes-hospiz-muenster-ggmbh/,"['Altenhilfe', 'Bildung', 'Gesundheitshilfe']",['Deutschland'],"Der Johannes-Hospiz Münster gGmbH, Münster, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.johannes-hospiz.de
Johanneshilfswerk international e.V.,,https://www.dzi.de/organisation/johanneshilfswerk-international-e-v/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im März 2018, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",Die DZI-Spenderberatung warnt:,http://www.johanneshilfswerk.org
Johanniter-Unfall-Hilfe e.V.,Die Arbeitsbereiche der Johanniter-Unfall-Hilfe (JUH) umfassen eine Vielzahl unterschiedlicher Einrichtungen und Tätigkeitsfelder. Zu ihren Aufgaben zählen unter anderem Rettungs- und Sanitätsdienst sowie Katastrophenschutz. Zudem setzt …,https://www.dzi.de/organisation/johanniter-unfall-hilfe-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Rettungswesen', 'Ukraine-Nothilfe']","['Afghanistan', 'Bolivien', 'Demokratische Republik Kongo', 'Deutschland', 'Ecuador', 'Irak', 'Jordanien', 'Kambodscha', 'Kenia', 'Kolumbien', 'Libanon', 'Mosambik', 'Myanmar', 'Palästinensische Gebiete', 'Philippinen', 'Republik Moldau', 'Rumänien', 'Südsudan', 'Uganda', 'Ukraine', 'Ungarn']","Der Johanniter-Unfall-Hilfe e.V., Berlin, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.johanniter.de
Jürgen-Wahn-Stiftung e.V.,Die Jürgen-Wahn-Stiftung e.V. engagiert sich nach dem Prinzip der „Hilfe zur Selbsthilfe“ in verschiedenen Ländern in den Bereichen Jugendfürsorge und Jugendpflege sowie Gesundheits- und Bildungswesen. …,https://www.dzi.de/organisation/juergen-wahn-stiftung-e-v/,"['Behindertenhilfe', 'Bildung', 'Einzelfallhilfe', 'Familienfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']","['Albanien', 'Argentinien', 'Guatemala', 'Mexiko', 'Myanmar', 'Nepal', 'Sambia', 'Syrien', 'Togo']","Der Jürgen-Wahn-Stiftung e.V., Soest, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.juergen-wahn-stiftung.de
Karuna Deutschland e.V.,"Karuna Deutschland e.V. unterstützt verschiedene Projekte in Indien, Nepal und Bangladesch. Dazu arbeitet der Verein unter anderem mit der britischen Schwesterorganisation Karuna Trust und ortsansässigen …",https://www.dzi.de/organisation/karuna-deutschland-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Umwelt- und Naturschutz']","['Bangladesch', 'Indien', 'Nepal']","Karuna Deutschland e.V., Essen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.karunadeutschland.org
Katachel e.V.,Der Verein fördert gemeinsam mit afghanischen Kooperationspartnern verschiedene Projektmaßnahmen in der Provinz Kunduz im Norden Afghanistans. Konkret unterhält Katachel Patenschaften für Witwen und deren Kinder …,https://www.dzi.de/organisation/katachel-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Frauenförderung', 'Gesundheitshilfe']",['Afghanistan'],"Katachel e.V., Bergfeld, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.katachel.de
Katarina Witt – Stiftung gGmbH,,https://www.dzi.de/organisation/katarina-witt-stiftung-ggmbh/,"['Behindertenhilfe', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe']",[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Juni 2021, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.katarina-witt-stiftung.de
KIDS Kinderhilfe Deutschland e.V.,,https://www.dzi.de/organisation/kids-kinderhilfe-deutschland-e-v/,[],[],"Dem DZI liegt zur Zeit keine zustellfähige Adresse der KIDS Kinderhilfe Deutschland e.V. vor. Laut Retourschreiben der Deutschen Post AG ist der Verein unter der uns zuletzt bekannten Adresse in der Breitscheidstr. 51, 16321 Bernau nicht zu ermitteln. Zudem ist dem DZI derzeit keine Internetadresse des Vereins bekannt.",DZI-Einschätzung: neutral,
Kinder brauchen uns (KBU) e.V.,Der Verein transportiert schwer erkrankte Kinder aus Afghanistan zur medizinischen Behandlung nach Deutschland. Die Kinder werden in Krankenhäusern in verschiedenen Teilen des Bundesgebietes betreut und …,https://www.dzi.de/organisation/kinder-brauchen-uns-kbu-e-v/,"['Bildung', 'Familienfürsorge', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Afghanistan'],"Ende 2007 wurde bekannt, dass der Gründer und derzeitige Vereinsvorsitzende zu Unrecht einen Doktortitel und einen Ehrendoktortitel führte. Für diesen Titelmissbrauch wurde er zu einer Geldstrafe verurteilt. Sein damals öffentlich erklärter Rücktritt vom Vorsitz wurde im Vereinsregister jedoch nie vollzogen.",DZI-Einschätzung: neutral,http://www.kinder-brauchen-uns.net
Kinder in Not e.V.,,https://www.dzi.de/organisation/kinder-in-not-e-v/,[],[],"Laut Vereinsregistereintrag des Amtsgerichts München vom 17.04.2013, ist über das Vermögen des Vereins durch den Beschluss des Amtsgerichts München vom 10.04.2013 das Insolvenzverfahren eröffnet worden. Der Verein ist dadurch aufgelöst.",DZI-Einschätzung: neutral,http://www.kin-ev.de
Kinder in Not OWL e.V.,,https://www.dzi.de/organisation/kinder-in-not-owl-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Lemgo vom 22.01.2014 ist der Verein aufgelöst.,DZI-Einschätzung: neutral,http://www.kinder-in-not-owl.de
Kinder in Rio e.V.,"Kinder in Rio e.V. unterstützt in Brasilien Kinder, Jugendliche und ihre Familien. Die Organisation hat vor Ort Familienzentren und Angebote offener Jugendarbeit sowie ergänzende Einrichtungen …",https://www.dzi.de/organisation/kinder-in-rio-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Familienfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Völkerverständigung']","['Brasilien', 'Deutschland']","Kinder in Rio e.V., Oberhausen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.kinderinrio.de
Kinder Jemens in Not e.V.,Der Verein Kinder Jemens in Not e.V. widmet sich nach eigenen Angaben der finanziellen und materiellen Unterstützung von hilfsbedürftige Kindern und deren Familien im Jemen. …,https://www.dzi.de/organisation/kinder-jemens-in-not-e-v/,"['Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft']",['Jemen'],Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,https://kinder-jemens-ev.com
